feature,importance
you,0.029635280919206104
business,0.02485001569773305
mobile,0.02320712212792343
social,0.022777473547668393
customer,0.021281147026844045
management,0.021261533456721847
platform,0.020889572192790407
data,0.02066929722138693
message,0.01997165778319843
information,0.019718744034149378
of,0.018001351746168816
with,0.015886059540705245
your,0.0158599990598626
storage,0.01572168517867634
system,0.015625218423471875
this,0.015180136355616596
json,0.015073067292469322
engagement,0.014806838484720171
tool,0.014083779317566705
device,0.014074227110803871
shipping,0.013718703885698567
communication,0.012315026554475451
campaign,0.011984122188122328
more,0.011953087657327085
event,0.011898693252331467
sm,0.011641809915500985
credit,0.01163500567904383
create,0.01161636743883171
community,0.01139440438536409
by,0.011234952152406259
our,0.011222447862740337
online,0.011073300658425309
developer,0.011024075196240228
time,0.010975640977448494
response,0.010915646877385436
bank,0.010909600379595716
manages,0.01079405244057403
document,0.010679099120105152
provides,0.010353452649985226
from,0.010240433602499148
currency,0.010075209296629844
application,0.009995838035638607
user,0.009814318759229779
offer,0.0096892046650409
format,0.009655282051048148
service,0.009629405601740337
search,0.009524423498461653
provider,0.009457158851789209
price,0.00930672379059141
api provides,0.009182277969730375
request,0.009175988553763463
feature,0.009098281251902686
xml,0.00871309309071634
integration,0.008618479578963483
rest,0.00850827589599674
all,0.00848179063662609
government,0.008452415543627185
web,0.008206835068473549
over,0.008170340341945321
implement,0.008099661402008648
up,0.00806191279048997
capability,0.007993853428870394
account,0.007944326561534092
are,0.007898656919892328
that,0.007871281206701605
be,0.007768984173442815
integrate,0.00762724193471256
chat,0.007620763749366366
tv,0.007582518450780474
handle,0.007518664894097165
support,0.007461292482192244
analysis,0.00741691614660456
office,0.007396666445756456
return,0.007354683200802164
json format,0.007347470427647461
contact,0.007323206047008654
key,0.007264469414181344
science,0.007194284665276735
other,0.007129004469688664
api manages,0.00699078249994437
ticket,0.006941631775195797
world,0.006848550561806659
real,0.006821892527029241
authentication,0.006748942794736663
loan,0.006672233099174429
allows user,0.006670687440300321
allows,0.006669290773032898
us,0.00662412332819585
industry,0.006617419003301853
open,0.006606989285008869
solution,0.006434561153913662
networking,0.00636672717769936
messaging,0.00629072121769339
address,0.006273051770699141
access,0.006270896461901424
cloud,0.00622548207545062
for,0.005984749603111143
including,0.005860729242530706
can be,0.005839263981529182
social networking,0.005836919504003069
liveperson,0.005828432282380712
experience,0.005823819998049298
real time,0.005801041033920439
that allows,0.005773691780200069
networking with,0.005747153483991192
financial,0.005741643308434381
we,0.00570143928177061
can,0.005644850206561255
build,0.005616171736687872
tracking,0.005496507603357719
dashboard,0.005452560565533509
functionality,0.005389850929716816
api allows,0.005384760864066585
through,0.005334781490950989
record,0.005324174045067421
response json,0.0052832056482336855
platform that,0.005266786423457858
it,0.0051801457936745884
purpose,0.005166815102489705
return response,0.0050727616918687345
software,0.005057838903274128
route,0.005046635124748587
their,0.005045164142776246
across,0.005007105195389605
soap,0.004907881199376583
enables,0.0048375424890180745
development,0.004794079866317599
delivery,0.0047794615703492015
id,0.004735694718478283
mapping,0.004651786765656807
comprehensive,0.004631245974119375
function,0.004577329316819695
make,0.004556444107699343
commerce,0.004536798327591579
method,0.004534815904179325
com,0.004424572247731211
website,0.004383545712813403
allows developer,0.004377328195441322
number,0.004363208017655041
internet,0.004349006942667279
content,0.004322565543961803
life,0.004321410146666943
verification,0.00426470738293242
need,0.004259677928924241
restful,0.004237539630988421
card,0.004236825298547631
researcher,0.004216971730105542
non,0.0041839859673044625
team,0.00415894338923747
not,0.004136492618903189
pricing,0.004112799584579346
one,0.004111949637868143
if,0.004102191403936164
mail,0.004070572764045627
such,0.004057240295372636
historical,0.004052831937347016
optimization,0.004045333100257252
get,0.003978808872938973
iot,0.003960051420451223
using,0.003909271261007627
web service,0.0038229384207511714
oauth,0.003801075721812859
used,0.003792236852035099
call,0.0037887663222053937
pdf,0.003766376597824625
api offer,0.0037651441603387585
party,0.003746056783846313
professional,0.0037443172667433124
use,0.0037391797663306582
includes,0.003704548634973564
delivers,0.0037030040345360964
identity,0.003676460693788174
crm,0.003660416557601001
is platform,0.0036472215366702065
api key,0.0036264848338862423
country,0.003622735174616538
find,0.00355053332770694
collaborate,0.0035478508263918195
this api,0.0035411254077911164
available,0.003529609253711054
sending,0.0035193168884742913
uk,0.003499529169909972
category,0.0034980844519470183
local,0.003479648715630176
marketing,0.0034793170088992524
coupon,0.0034702949060281397
range,0.00345236824878559
